Transaction ID,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Month,Day of Week,Demand Elasticity,Competitor Pricing
338,CUST338,Male,54,0,2,50,100,7,2,1.5554867890700355,53.60456484862583
339,CUST339,Female,22,2,2,25,50,3,4,1.2112607436309877,20.72198408979176
340,CUST340,Female,36,1,4,300,1200,10,3,0.6467512409765022,243.67830026469673
341,CUST341,Male,31,1,4,50,200,5,6,1.2374238126752486,45.15365777022428
342,CUST342,Female,43,1,4,500,2000,10,1,1.2102076561708486,492.52459134786324
343,CUST343,Male,21,2,2,25,50,11,2,0.7598028048650227,28.682725054083804
344,CUST344,Female,42,0,1,30,30,1,5,1.1507774738569596,32.7260288371957
345,CUST345,Male,62,2,1,30,30,11,1,1.09775710159606,32.91247825439977
346,CUST346,Male,59,1,2,500,1000,2,5,1.4237751470783246,485.09866688961506
347,CUST347,Male,42,2,1,25,25,8,3,1.4526404763014658,23.45934992546963
348,CUST348,Female,35,2,2,300,600,12,6,0.5679560146580668,284.52465155815236
349,CUST349,Female,57,0,1,50,50,10,3,1.0619189219397067,59.752991274721154
350,CUST350,Male,25,0,3,25,75,10,1,1.4387898735713547,20.401091914124827
351,CUST351,Female,56,1,3,30,90,9,0,1.2547043878701316,34.404377953469385
352,CUST352,Male,57,2,2,500,1000,6,6,1.7847347617824834,515.7350817144787
353,CUST353,Male,31,2,1,500,500,5,6,1.4880404474284175,487.72308383791807
354,CUST354,Female,49,0,4,50,200,4,5,0.7444016406221445,54.50515320830272
355,CUST355,Female,55,2,1,500,500,12,5,0.6058531211006448,497.33378828494057
356,CUST356,Male,50,2,3,500,1500,6,5,1.4636289173094734,574.6846476163321
357,CUST357,Female,40,2,3,25,75,5,2,0.5397669658124327,29.007018640112587
358,CUST358,Female,32,0,1,300,300,5,1,1.378663371910195,290.60651122481465
359,CUST359,Male,50,1,1,50,50,7,5,1.9103453621374364,45.536555944701036
360,CUST360,Male,42,1,4,25,100,3,3,1.3632112668138183,25.923503285933624
361,CUST361,Female,34,2,4,300,1200,12,6,1.082254889309783,349.4836014740029
362,CUST362,Male,50,1,1,25,25,11,0,1.4649323276635298,22.106621890056665
363,CUST363,Male,64,0,1,25,25,6,5,1.1873793357372748,26.22966583563483
364,CUST364,Female,19,0,1,500,500,8,2,1.3184251839739023,526.312044018504
365,CUST365,Male,31,1,1,300,300,6,6,1.9121972131647877,327.9735626898337
366,CUST366,Male,57,1,2,50,100,2,1,1.0791539567011614,42.6313537025452
367,CUST367,Female,57,2,1,50,50,1,3,1.9417858457358714,54.316499293641776
368,CUST368,Female,56,1,4,300,1200,8,2,1.8580259629340956,349.0839024798769
369,CUST369,Male,23,2,3,500,1500,11,2,0.7936867021839447,435.93662177404843
370,CUST370,Male,23,2,2,30,60,10,0,0.6040419513127482,26.85051989908653
371,CUST371,Female,20,0,1,25,25,2,1,0.65116700206614,29.713950940416396
372,CUST372,Female,24,0,3,500,1500,2,1,0.5273327384773245,436.195390541898
373,CUST373,Female,25,0,2,300,600,10,1,0.6416644411338925,342.5262112043495
374,CUST374,Female,59,0,3,25,75,4,3,1.5245101601245352,24.922778564480346
375,CUST375,Male,32,1,1,50,50,9,6,0.6067829726903435,44.94462148806354
376,CUST376,Female,64,0,1,30,30,5,1,0.978463445440642,34.44899881527014
377,CUST377,Female,46,1,4,50,200,3,3,1.7673129664541818,48.90610510005331
378,CUST378,Male,50,0,1,300,300,6,2,0.5349079036037387,301.7780824715628
379,CUST379,Female,47,1,1,25,25,2,6,1.7217027238834037,23.59233369399766
380,CUST380,Male,56,2,2,300,600,5,5,0.9227821621600999,311.1541021721913
381,CUST381,Female,44,1,4,25,100,7,6,0.6772472414324844,21.63523872585023
382,CUST382,Female,53,1,2,500,1000,5,4,1.545105748046226,478.21630733035215
383,CUST383,Female,46,0,3,30,90,3,2,1.443414270169826,35.63294786802345
384,CUST384,Male,55,1,1,500,500,8,6,1.8162080202905795,451.62668654022553
385,CUST385,Male,50,2,3,500,1500,10,4,1.6026065657058286,531.3473329082584
386,CUST386,Female,54,2,2,300,600,12,2,1.7052213955772728,279.02280770696336
387,CUST387,Male,44,0,1,30,30,6,6,0.9230518588569597,33.28167750823921
388,CUST388,Male,50,2,1,25,25,11,4,0.7661593156695843,21.308736607183498
389,CUST389,Male,21,1,2,25,50,12,4,1.6259221274612874,29.698210450785446
390,CUST390,Male,39,2,2,50,100,9,3,1.710252108900896,49.07579082767278
391,CUST391,Male,19,0,2,25,50,1,3,1.98575771300101,22.36050463346464
392,CUST392,Male,27,1,2,300,600,12,4,1.1189265153671397,248.81960967960154
393,CUST393,Female,22,0,2,500,1000,10,2,1.0580271286891747,433.9515810175082
394,CUST394,Female,27,1,1,500,500,6,5,1.6646194411129953,503.95478971120355
395,CUST395,Male,50,2,2,500,1000,12,2,1.0112053103795269,467.4006352862572
396,CUST396,Female,55,0,1,30,30,2,3,1.896135988405347,33.946600390591314
397,CUST397,Female,30,0,1,25,25,3,4,1.7876191277645177,24.30887523661806
398,CUST398,Female,48,1,2,300,600,5,1,1.1434910410625276,269.8457127105156
399,CUST399,Female,64,0,2,30,60,3,2,1.626306601687246,31.405739839248355
400,CUST400,Male,53,1,4,50,200,2,4,1.6318143111270236,54.13554433770892
401,CUST401,Female,62,1,1,300,300,10,2,0.6546858032538989,260.045028948114
402,CUST402,Female,41,1,2,300,600,3,1,1.85382936001935,260.11430595459814
403,CUST403,Male,32,1,2,300,600,5,5,1.2578785586717858,244.4005712320252
404,CUST404,Male,46,2,2,500,1000,5,3,1.7396861991616124,547.2804030131281
405,CUST405,Female,25,1,4,300,1200,11,0,0.9800744015459176,319.65654331461656
406,CUST406,Female,22,0,4,25,100,4,1,1.8432848427443007,24.746308757498138
407,CUST407,Female,46,2,3,300,900,6,6,1.0838025181012447,341.30045387630366
408,CUST408,Female,64,0,1,500,500,4,5,0.5162564772204475,561.1340305900106
409,CUST409,Female,21,2,3,300,900,12,0,1.8580729646288954,310.2425237276102
410,CUST410,Female,29,1,2,50,100,11,1,0.6369300151792003,57.36542561026518
411,CUST411,Male,62,2,4,50,200,5,1,0.9789704563856223,44.116824200735365
412,CUST412,Female,19,2,4,500,2000,9,5,1.9250929505762073,422.3839238795456
413,CUST413,Female,44,0,3,25,75,9,4,1.9259107204063342,22.697496115169898
414,CUST414,Male,48,0,4,25,100,5,1,1.360156832184929,20.57086856089315
415,CUST415,Male,53,1,2,30,60,1,4,1.447755818254699,30.374034336012386
416,CUST416,Male,53,2,4,500,2000,2,4,1.1726682829674797,587.3211384589922
417,CUST417,Male,43,2,3,300,900,11,1,0.9398161575470968,244.72122488022117
418,CUST418,Female,60,2,2,500,1000,8,5,0.9929968180548739,424.4219828020054
419,CUST419,Female,44,1,3,30,90,5,0,1.5087776841155576,29.42638833940122
420,CUST420,Female,22,1,4,500,2000,1,0,1.62856179415652,586.775003505581
421,CUST421,Female,37,1,3,500,1500,1,0,1.687368565588773,463.2312209953501
422,CUST422,Female,28,1,3,30,90,6,1,1.6844272141918308,30.086817704260707
423,CUST423,Female,27,1,1,25,25,3,2,0.6368091545730356,20.415728590503925
424,CUST424,Male,57,0,4,300,1200,11,3,1.2416304570538723,257.80118411545067
425,CUST425,Female,55,2,4,30,120,5,0,0.5863381400249664,35.83956147550616
426,CUST426,Male,23,2,3,50,150,3,4,1.3242933234856034,59.30237392872091
427,CUST427,Male,25,2,1,25,25,8,1,1.1622957520600656,20.0493998093441
428,CUST428,Female,40,2,4,50,200,10,1,1.8315562741374496,59.03623570846478
429,CUST429,Male,64,2,2,25,50,12,3,1.026372518828118,26.391199378155004
430,CUST430,Female,43,2,3,300,900,8,0,0.6756005246414087,344.15019534240264
431,CUST431,Male,63,2,4,300,1200,10,6,0.7144875230792538,294.56878267606305
432,CUST432,Female,60,2,2,500,1000,1,3,1.6422659475762083,503.11920571585
433,CUST433,Male,29,0,4,50,200,2,0,1.4273270949743915,49.7769316051384
434,CUST434,Female,43,2,2,25,50,2,2,0.6516840141841853,26.668642575461043
435,CUST435,Female,30,0,3,300,900,12,2,0.6261602091724962,256.75815057075755
436,CUST436,Female,57,1,4,30,120,3,5,1.55145369718868,24.359683078472138
437,CUST437,Female,35,2,4,300,1200,10,5,0.6091445095462903,276.9515929909429
438,CUST438,Female,42,1,1,30,30,1,3,1.7327900889355343,32.456169152839756
439,CUST439,Male,50,1,3,25,75,7,6,1.5593633407347443,22.018534521229487
440,CUST440,Male,64,1,2,300,600,10,3,0.6220231709628496,320.81189199899006
441,CUST441,Male,57,0,4,300,1200,10,1,0.6272565711277879,356.38944553287246
442,CUST442,Female,60,1,4,25,100,3,4,1.9799593677517633,20.939007157894185
443,CUST443,Male,29,1,2,300,600,8,2,1.0614061936341805,320.71225418701516
444,CUST444,Female,61,1,3,30,90,3,1,1.0559632206003364,29.325002631654854
445,CUST445,Female,53,2,1,300,300,1,6,1.719199350886254,344.1770705253006
446,CUST446,Male,21,2,1,50,50,6,2,1.920872866075788,43.54299578894772
447,CUST447,Male,22,0,4,500,2000,7,3,1.9790015957343063,538.5251904452329
448,CUST448,Female,54,0,2,30,60,1,5,1.6300672778884124,34.05738347577732
449,CUST449,Male,25,2,4,50,200,7,0,1.0643893782963736,58.892284389480466
450,CUST450,Female,59,0,2,25,50,4,1,0.6252510750480031,26.83248028289646
451,CUST451,Female,45,2,1,30,30,12,5,1.6657203738911552,29.96609716810113
452,CUST452,Female,48,1,3,500,1500,5,0,1.3376063746037077,523.5694480402427
453,CUST453,Female,26,1,2,500,1000,12,4,1.1363330138704644,573.7809968957437
454,CUST454,Female,46,0,1,25,25,2,2,1.859531577642104,25.706097466388293
455,CUST455,Male,31,2,4,25,100,7,5,0.6667962234592271,20.30387059696837
456,CUST456,Male,57,2,2,30,60,10,5,1.2389376564362888,35.17138434608373
457,CUST457,Female,58,0,3,300,900,7,4,0.5170304671511285,322.7432101237873
458,CUST458,Female,39,2,4,25,100,11,1,1.2029909629911895,26.765133857772465
459,CUST459,Male,28,1,4,300,1200,3,1,0.584454913522756,265.8810182877261
460,CUST460,Male,40,0,1,50,50,5,1,0.6782268744021078,53.17770940465314
461,CUST461,Female,18,0,2,500,1000,3,5,0.6762893701656574,478.7728811308317
462,CUST462,Male,63,2,4,300,1200,4,5,1.4738154531740952,318.14795724497907
463,CUST463,Female,54,0,3,500,1500,7,0,1.6190673188981348,421.31860606159813
464,CUST464,Male,38,2,2,300,600,1,4,1.3750531476457395,318.94143655236434
465,CUST465,Female,43,2,3,50,150,4,6,1.9432588227118128,59.98827451541333
466,CUST466,Male,63,2,4,25,100,6,1,1.062305869285556,20.482120388605562
467,CUST467,Female,53,2,3,50,150,7,6,0.9285681294227911,59.54348368442635
468,CUST468,Male,40,2,1,25,25,12,5,1.8028986922841903,24.069079607228705
469,CUST469,Male,18,0,3,25,75,5,0,0.835393757779179,28.70753450337259
470,CUST470,Female,57,1,2,500,1000,5,2,1.944833809160917,556.4770968116547
471,CUST471,Male,32,1,3,50,150,3,3,0.5182317120347245,51.34032521973335
472,CUST472,Female,38,0,3,300,900,12,1,1.9548182400614587,328.6139051101592
473,CUST473,Male,64,0,1,50,50,2,5,0.5647398679258642,57.57031122602696
474,CUST474,Female,26,1,3,500,1500,7,5,1.8367146705471067,480.8280643302066
475,CUST475,Male,26,1,3,25,75,1,4,1.2915516636294497,23.270331615632387
476,CUST476,Female,27,1,4,500,2000,8,1,1.9894471941789504,533.5186771127169
477,CUST477,Male,43,1,4,30,120,4,0,0.6106948471030983,33.6941513032951
478,CUST478,Female,58,1,2,30,60,4,3,1.3307814266019813,33.14742161731939
479,CUST479,Male,52,2,4,300,1200,8,3,1.9539538034286483,335.7376378630362
480,CUST480,Female,42,0,4,500,2000,6,3,1.2846467662552232,487.1166629625866
481,CUST481,Female,43,2,4,300,1200,6,1,1.4440979572028938,338.14010594100256
482,CUST482,Female,28,1,4,300,1200,4,3,1.5436230334769259,254.42508664447303
483,CUST483,Male,55,1,1,30,30,4,1,1.1818115971516598,30.533869175530196
484,CUST484,Female,19,1,4,300,1200,1,4,1.4413371201260952,240.6910392597746
485,CUST485,Male,24,2,1,30,30,12,0,1.3764714678846504,27.895029958803242
486,CUST486,Female,35,2,1,25,25,4,6,1.8517370157364834,23.66461534871398
487,CUST487,Male,44,1,4,500,2000,7,0,0.5681695705121868,479.23453832185106
488,CUST488,Female,51,2,3,300,900,6,6,0.9214447843883455,323.4560648027835
489,CUST489,Male,44,2,1,30,30,5,1,1.925617226114838,28.66269721524415
490,CUST490,Male,34,1,3,50,150,2,6,1.8353956758363745,48.973872452450614
491,CUST491,Female,60,2,3,300,900,5,1,1.1834851291785693,268.50529570491926
492,CUST492,Male,61,0,4,25,100,6,3,1.4301988967023052,23.7325179162934
493,CUST493,Male,41,0,2,25,50,11,5,0.9160717744716991,22.272696272631514
494,CUST494,Female,42,0,4,50,200,9,0,0.782181739585642,41.46391847536888
495,CUST495,Male,24,0,2,30,60,7,0,1.1955476074099733,31.241383120576533
496,CUST496,Male,23,1,2,300,600,12,3,1.0300283420390792,320.18553582660195
497,CUST497,Male,41,1,4,30,120,10,0,1.375484167776308,31.43388415211537
498,CUST498,Female,50,1,4,25,100,6,0,0.6166019554474773,24.634940438005724
499,CUST499,Male,46,0,2,30,60,1,6,1.9615922114992497,28.55742936215076
500,CUST500,Female,60,0,4,25,100,3,2,1.9793161167194042,28.633336495718254
501,CUST501,Male,39,2,2,30,60,5,6,1.5472425710296176,30.228981421634614
502,CUST502,Male,43,2,3,50,150,4,6,1.3041445495161805,49.58363755259462
503,CUST503,Male,45,0,4,500,2000,10,2,0.9642914244294916,405.1284131612872
504,CUST504,Female,38,0,3,50,150,5,1,1.720692529560423,46.824956552523126
505,CUST505,Male,24,0,1,50,50,1,4,1.5270967588308189,47.60391237571714
506,CUST506,Male,34,0,3,500,1500,2,5,0.743925409017337,479.76455617938007
507,CUST507,Female,37,2,3,500,1500,11,3,1.8663907767407637,516.0344738454664
508,CUST508,Male,58,0,2,300,600,8,4,1.7338058643847534,304.03230560722545
509,CUST509,Female,37,2,3,300,900,6,0,1.924699869937886,312.94861113521335
510,CUST510,Female,39,0,4,50,200,6,5,1.58857926258254,55.29766523084256
511,CUST511,Male,45,0,2,50,100,8,5,1.4201227939036847,56.259714774321864
512,CUST512,Female,57,0,1,25,25,11,1,1.1273645544359283,27.181230762264942
513,CUST513,Male,24,2,4,25,100,9,1,1.89909272503102,29.555236959549347
514,CUST514,Female,18,2,1,300,300,3,2,1.7990958342506125,242.1879099211634
515,CUST515,Female,49,1,3,300,900,7,0,0.5678280051592841,263.49335828202555
516,CUST516,Male,30,0,4,25,100,10,0,0.539550461745878,20.075628749781423
517,CUST517,Female,47,1,4,25,100,4,5,1.0646950503170745,26.47474714154603
518,CUST518,Female,40,1,1,30,30,5,3,1.7158299961727494,34.77636658739984
519,CUST519,Female,36,2,4,30,120,1,0,1.9809141939724166,26.921787558915593
520,CUST520,Female,49,2,4,25,100,12,4,0.7256253366552923,29.270345447963063
521,CUST521,Female,47,1,4,30,120,8,5,1.3911960730282027,24.72320868347473
522,CUST522,Male,46,0,3,500,1500,1,6,1.0713362849465322,586.8872053611028
523,CUST523,Female,62,2,1,300,300,9,6,1.9548715967219048,282.19472246875614
524,CUST524,Male,46,0,4,300,1200,10,1,1.7631783847035631,252.17049941390601
525,CUST525,Female,47,0,2,25,50,12,0,1.7574930570667067,24.858717591863254
526,CUST526,Male,33,1,2,50,100,12,6,1.2030397396924555,45.135531354410155
527,CUST527,Male,57,1,2,25,50,4,1,1.1222292535064977,22.848729019619228
528,CUST528,Female,36,1,2,30,60,7,3,0.9101106078960594,27.68747957911544
529,CUST529,Female,35,1,3,50,150,8,2,0.5845632449763907,56.060517956653264
530,CUST530,Female,18,2,4,30,120,2,6,1.7970835643825798,30.469935320103055
531,CUST531,Male,31,2,1,500,500,12,3,1.7193515136951163,462.2615398312007
532,CUST532,Female,64,1,4,30,120,6,0,1.999576509929196,31.32400539973102
533,CUST533,Male,19,2,3,500,1500,11,3,1.994955255610858,543.2301348446387
534,CUST534,Male,45,1,2,500,1000,6,5,1.3331475584039412,454.52480014670675
535,CUST535,Male,47,0,3,30,90,12,2,1.6534811227707658,28.96258921830422
536,CUST536,Female,55,0,4,30,120,3,6,1.917148594823642,25.46263312004337
537,CUST537,Female,21,0,1,500,500,6,5,1.7744710860161172,436.2298699069361
538,CUST538,Male,18,1,3,50,150,9,6,0.8710221526147965,53.622357079299654
539,CUST539,Male,25,0,1,500,500,6,3,1.1758162029651402,436.2876695391254
540,CUST540,Female,46,2,3,300,900,12,4,0.6937391227272425,303.0196060400472
541,CUST541,Male,56,0,1,500,500,7,5,1.9310765408880837,541.8092523444865
542,CUST542,Female,20,0,1,50,50,6,5,1.40926195167632,42.13753846189488
543,CUST543,Male,49,0,2,300,600,7,2,0.842964208255194,308.0774663554684
544,CUST544,Female,27,2,1,25,25,12,5,1.507551026608785,22.56562783701364
545,CUST545,Male,27,1,2,25,50,6,3,1.4271923606868437,29.629268752375797
546,CUST546,Female,36,2,4,50,200,10,2,1.0372440770492608,49.670912934398494
547,CUST547,Male,63,1,4,500,2000,3,1,0.6703363882994435,561.1985099550316
548,CUST548,Female,51,1,2,30,60,4,6,1.5073597933891993,30.602718505875146
549,CUST549,Female,50,0,2,50,100,8,4,1.2804615513556898,40.86825065709638
550,CUST550,Male,40,1,3,300,900,12,3,1.658477587603459,315.97816507128266
551,CUST551,Male,45,2,3,300,900,7,4,1.28024525166799,354.1684010647988
552,CUST552,Female,49,2,3,25,75,12,2,1.7782722504778101,26.01611820146331
553,CUST553,Male,24,1,4,300,1200,3,4,1.3278602581617283,338.3026631312148
554,CUST554,Female,46,0,3,50,150,11,6,1.3414069573030794,57.68412926696816
555,CUST555,Male,25,0,1,300,300,10,3,1.8149804039875175,267.3695726338719
556,CUST556,Female,18,2,1,50,50,6,6,1.1052242993185954,44.240896798164535
557,CUST557,Female,20,0,3,30,90,7,3,0.701022842675961,31.3317718662119
558,CUST558,Female,41,1,1,25,25,10,6,0.5431740144700085,24.110284698067048
559,CUST559,Female,40,1,4,300,1200,1,6,1.6327058835104284,340.78335634400645
560,CUST560,Female,25,2,1,50,50,6,0,1.4304643270301969,58.000462467960226
561,CUST561,Female,64,1,4,500,2000,5,5,1.5561196521488354,470.6842758605436
562,CUST562,Male,54,2,2,25,50,4,1,0.8194462422633662,22.368705589744824
563,CUST563,Male,20,1,2,30,60,8,2,0.7045572133801546,33.366306182926344
564,CUST564,Male,50,2,2,50,100,10,1,0.5218169985018228,45.49612071096272
565,CUST565,Female,45,0,2,30,60,11,1,1.0258813382098955,33.871371822164136
566,CUST566,Female,64,1,1,30,30,12,5,1.3848765302819497,29.084859043785155
567,CUST567,Female,25,1,3,300,900,6,2,1.0883660676495985,320.1059879149764
568,CUST568,Female,51,2,1,300,300,8,6,1.1562123830355935,251.4642376601602
569,CUST569,Male,52,2,4,50,200,8,1,1.8562380417406226,52.477186493531455
570,CUST570,Male,49,1,1,500,500,8,1,1.0223832005349505,490.35353574744585
571,CUST571,Female,41,2,1,50,50,12,1,1.2709842337397161,51.73216926350948
572,CUST572,Male,31,1,4,500,2000,4,3,1.6754795191117147,433.6028415489727
573,CUST573,Male,49,0,2,30,60,9,1,1.0948141734819052,32.842484939330184
574,CUST574,Female,63,2,2,25,50,8,3,1.4331300503418103,28.62797077543229
575,CUST575,Male,60,1,2,50,100,3,1,1.7935455631201178,44.33479600181551
576,CUST576,Female,33,0,3,50,150,12,0,1.9242809354864632,41.914291110403234
577,CUST577,Male,21,0,4,500,2000,2,0,0.7206102213935569,404.7277172092673
578,CUST578,Female,54,1,4,30,120,5,4,1.8898814377422415,31.70365800531919
579,CUST579,Female,38,2,1,30,30,9,3,1.2381744396193073,31.285128433065367
580,CUST580,Female,31,1,3,500,1500,12,2,0.8873665824484376,509.33948254281404
581,CUST581,Female,48,0,2,30,60,11,1,1.188703634357392,26.783365153391706
582,CUST582,Male,35,1,3,300,900,11,1,1.9700488629282156,286.90871950866176
583,CUST583,Female,24,2,4,25,100,6,2,1.2389271409893043,25.94476335186173
584,CUST584,Female,27,0,4,50,200,2,4,0.9931274154312624,49.935337177183385
585,CUST585,Female,24,1,1,25,25,5,0,1.4501012814750887,29.877855202148872
586,CUST586,Male,50,2,1,50,50,12,0,0.8602184281672896,42.72879505113467
587,CUST587,Female,40,0,4,300,1200,6,3,0.6137949921629959,323.4173464857113
588,CUST588,Male,38,2,2,30,60,4,2,0.6933195828659738,28.851825217251506
589,CUST589,Female,36,0,2,500,1000,4,2,0.6920687584366587,485.63992298512295
590,CUST590,Male,36,1,3,300,900,3,4,0.7278540402684415,326.1117318789812
591,CUST591,Male,53,2,4,25,100,1,4,0.7082407589741152,26.924361513243696
592,CUST592,Female,46,0,4,500,2000,1,1,1.4613121172048218,598.2511987404376
593,CUST593,Male,35,2,2,30,60,5,5,0.7728201265987172,25.540731473449505
594,CUST594,Female,19,2,2,300,600,9,4,1.0185009249857948,252.4931579261
595,CUST595,Female,18,1,4,500,2000,11,3,1.8451826148590178,544.8677634257482
596,CUST596,Female,64,2,1,300,300,2,1,1.2109424603943086,309.40643004076907
597,CUST597,Male,22,0,4,300,1200,8,1,1.5013366077815409,272.8992799871767
598,CUST598,Male,37,0,4,30,120,8,1,0.7584798068024448,24.95303242786784
599,CUST599,Female,28,0,2,50,100,11,6,0.7884335282130062,41.713164991928615
600,CUST600,Female,59,0,2,500,1000,10,6,0.5613029243997183,578.8381749328237
601,CUST601,Male,19,1,1,30,30,4,0,0.7534025946082468,26.302407896624917
602,CUST602,Female,20,2,1,300,300,12,5,0.9178855085479379,278.8045874538625
603,CUST603,Female,40,1,3,30,90,7,6,0.7655157264151202,26.719876826723855
604,CUST604,Female,29,2,4,50,200,9,0,0.6330538006355835,47.09992611663875
605,CUST605,Male,37,2,2,500,1000,7,0,0.6809538066509012,413.8847685492187
606,CUST606,Male,22,2,1,50,50,5,4,1.1911681520490887,50.3811958181654
607,CUST607,Male,54,1,3,25,75,3,4,0.8095005776086888,20.676125635922148
608,CUST608,Female,55,2,3,500,1500,12,5,1.046404791572113,560.0713015644723
609,CUST609,Female,47,1,2,50,100,12,1,1.2551259062822853,44.67424163820866
610,CUST610,Female,26,0,2,300,600,1,1,1.5355922429440478,304.8014297525413
611,CUST611,Male,51,0,3,500,1500,2,4,0.5589682097616484,576.0158175122916
612,CUST612,Female,61,2,1,500,500,8,6,1.699115598363564,530.1754738094388
613,CUST613,Female,52,1,3,30,90,4,6,1.4418505842363616,30.395493438616022
614,CUST614,Female,39,0,4,300,1200,4,5,0.6226385479233079,278.9200503738451
615,CUST615,Female,61,1,4,25,100,12,5,1.810367936160166,23.33001913058198
616,CUST616,Male,41,1,2,50,100,9,5,1.8813086007977198,53.389739103963805
617,CUST617,Male,34,2,1,30,30,8,5,0.5916169397822957,35.92967233465401
618,CUST618,Female,27,0,1,50,50,1,3,0.9153164722208056,53.236783796987574
619,CUST619,Male,47,2,4,25,100,10,4,1.709301919689592,25.577834173700246
620,CUST620,Male,63,2,3,25,75,5,0,1.6223895355754876,27.30650510239246
621,CUST621,Female,40,0,2,500,1000,3,5,0.776781529034566,493.04112245674366
622,CUST622,Female,49,0,3,25,75,8,1,0.8140239850050655,20.60142342600785
623,CUST623,Male,34,1,3,50,150,3,4,1.055708154187073,51.2459363175582
624,CUST624,Female,34,0,3,300,900,8,5,1.226784477786532,354.9150341406456
625,CUST625,Male,31,1,1,300,300,12,4,1.427382157295444,261.03635308291916
626,CUST626,Female,26,1,4,500,2000,9,4,1.0533704593546587,538.0009781641331
627,CUST627,Male,57,1,1,50,50,10,5,1.1938020741997217,44.018673773181135
628,CUST628,Female,19,0,4,50,200,11,2,1.621206407200635,50.71655368946163
629,CUST629,Male,62,2,2,25,50,6,0,0.5550248043358968,20.966764496467196
630,CUST630,Male,42,1,2,50,100,8,1,0.8786554165160312,49.0074187251637
631,CUST631,Male,56,2,3,30,90,11,4,1.5700243788268287,33.07395994674295
632,CUST632,Female,26,2,4,25,100,9,5,1.8428102565307989,23.47571524238982
633,CUST633,Male,39,0,4,30,120,8,0,1.2675161631734992,31.978940693846614
634,CUST634,Male,60,2,4,500,2000,10,6,1.2981702278979734,559.0899921579459
635,CUST635,Female,63,2,3,300,900,8,3,0.6607580170096641,351.26133833753437
636,CUST636,Female,21,0,3,500,1500,3,3,1.171118550235182,446.9284163710907
637,CUST637,Male,43,1,2,300,600,9,4,1.2989258996825348,287.91790989711694
638,CUST638,Male,46,2,1,500,500,8,5,0.8637057554520945,430.4832026660835
639,CUST639,Female,62,0,4,50,200,5,5,0.9038648464240715,59.8496700431675
640,CUST640,Female,51,2,4,30,120,5,6,1.065926244656934,35.12401161509155
641,CUST641,Female,40,2,1,300,300,11,3,0.5301067966665896,304.79485563366717
642,CUST642,Female,54,1,4,25,100,5,0,0.9831187483747674,28.420332943764215
643,CUST643,Female,28,2,3,30,90,9,6,0.817172010494817,30.251495727264505
644,CUST644,Male,23,0,3,25,75,9,2,0.991246028266872,26.235856880027598
645,CUST645,Female,35,2,4,30,120,11,4,0.6796431977288768,25.0694931853922
646,CUST646,Male,38,1,3,30,90,5,2,1.8357909211098424,33.0632450459617
647,CUST647,Male,59,1,3,500,1500,5,6,1.390388680331073,425.542696727047
648,CUST648,Male,53,0,4,300,1200,8,0,1.5186534787167343,339.1281156303034
649,CUST649,Female,58,1,2,300,600,2,3,1.6837568579110074,333.8433705204463
650,CUST650,Male,55,2,1,30,30,1,0,1.247663298393586,32.504936372915715
651,CUST651,Male,51,1,3,50,150,5,5,0.6303804321311355,40.723207610495244
652,CUST652,Female,34,0,2,50,100,5,0,1.3056598127278216,46.06256711890657
653,CUST653,Male,54,1,3,25,75,5,5,1.3802616770313187,22.631125699108427
654,CUST654,Male,42,1,3,25,75,6,2,1.6181592112764949,23.601364074715192
655,CUST655,Female,55,1,1,500,500,6,1,1.147489319344519,417.52854935276775
656,CUST656,Male,29,0,3,30,90,10,2,0.6913704541933456,35.24349387637275
657,CUST657,Male,40,1,1,25,25,2,5,0.9256638586980868,25.538022407123762
658,CUST658,Male,59,1,1,25,25,3,6,1.0446234445979528,23.055243106580235
659,CUST659,Female,39,2,1,30,30,3,6,1.4688758619974018,28.763778204891402
660,CUST660,Female,38,0,2,500,1000,4,5,1.3561674570033677,489.4405081009671
661,CUST661,Female,44,1,4,25,100,7,6,1.0341450888467694,26.005943333606176
662,CUST662,Male,48,0,2,500,1000,12,4,1.9797728731894695,503.1358855392996
663,CUST663,Male,23,1,4,300,1200,3,0,1.4086622290353308,350.3270367857301
664,CUST664,Female,44,1,4,500,2000,12,3,0.8558401876039917,499.39269658116604
665,CUST665,Male,57,1,1,50,50,4,3,0.6526737089306056,59.84316029646626
666,CUST666,Male,51,2,3,50,150,2,3,0.7292887087764981,57.028499154901915
667,CUST667,Female,29,2,1,500,500,8,1,0.8689365925767623,441.70210287146716
668,CUST668,Female,62,2,3,50,150,7,4,0.7410220598893336,58.61190429287832
669,CUST669,Male,24,0,4,300,1200,6,0,0.7798505360769586,253.96396774625717
670,CUST670,Male,27,0,1,30,30,10,3,0.9276427530407707,33.8093965018943
671,CUST671,Male,62,2,3,50,150,8,6,0.7600603929421322,47.6124658695316
672,CUST672,Female,34,0,2,50,100,8,1,1.8451481369396379,57.559486408901385
673,CUST673,Female,43,1,3,500,1500,2,2,0.6203506184924633,573.61133802149
674,CUST674,Female,38,1,1,300,300,4,6,1.286767084355382,336.7110480141145
675,CUST675,Female,45,1,2,30,60,8,4,1.1155952404844922,33.48036523568474
676,CUST676,Male,63,2,3,500,1500,7,2,1.9735679253629095,460.93582781960816
